Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1986.1180.603,False,False,True,377287,,Drawings and Prints,1986,Print,"Plate 20: Wolf, from ""Various animals"" (Diversi animali)",,,,,Various animals (Diversi animali),1636598562,Artist|Printmaker,After| ,"Stefano della Bella|Anonymous, 17th century","Italian, Florence 1610–1664 Florence| ", | ,"Bella, Stefano della|Anonymous, 17th century",Italian| ,1610      |1600      ,1664      |1700      ,|,http://vocab.getty.edu/page/ulan/500018966|,https://www.wikidata.org/wiki/Q921242|,after 1641,1641,1660,Etching; reverse copy,Sheet (trimmed): 3 3/8 × 4 1/16 in. (8.6 × 10.3 cm),"Bequest of Grace M. Pugh, 1985",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/377287,,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729
26.253.65,False,False,False,571096,,Egyptian Art,1926,"Arrowhead, Projectile point",Arrowhead,,Predynastic Period,,,,,,,,,,,,,,,,,ca. 3850–2960 B.C.,-3850,-2960,Flint,,"Gift of The British School of Archaeology, 1926",From,,,,Egypt,Fayum,,,,"BSAE/Caton-Thompson excavations, 1924–26",,,,http://www.metmuseum.org/art/collection/search/571096,,,"Metropolitan Museum of Art, New York, NY",,,
1981.1226.26,False,False,False,415171,,Drawings and Prints,1981,Print,"Le Chargé d'Affaires, from Le Dimanche, published in La Caricature provisoire, June 30, 1839, plate 4",,,,,Le Dimanche,1636717894,Artist|Printer, | ,Paul Gavarni [Chevalier]|Aubert et Cie,"French, Paris 1804–1866 Paris| ", | ,"Gavarni, Paul|Aubert et Cie",French|French,1804      |1829      ,1866      |1929      ,|,http://vocab.getty.edu/page/ulan/500006992|,https://www.wikidata.org/wiki/Q1074290|,"June 30, 1839",1839,1839,Lithograph; first state of two (Armelhault & Bocher),Sheet: 14 x 9 13/16 in. (35.5 x 24.9 cm),"Gift of Michael G. Wilson, 1981",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/415171,,,"Metropolitan Museum of Art, New York, NY",,,
62.602.456,False,False,True,650937,,Drawings and Prints,1962,Print,Isaac Blessing Jacob,,,,,,16201817760110446,Artist|Artist|Artist,After|Intermediary draughtsman| ,Jusepe de Ribera (called Lo Spagnoletto)|Stefano Torelli|Lorenzo Zucchi,"Spanish, Játiva 1591–1652 Naples|Italian, active ca. 1740|Italian, Venice 1704–1779 Dresden", | | ,"Ribera, Jusepe de (called Lo Spagnoletto)|Torelli, Stefano|Zucchi, Lorenzo",Spanish|Italian|Italian,1591      |1740      |1704      ,1652      |1750      |1779      ,||,http://vocab.getty.edu/page/ulan/500008521|http://vocab.getty.edu/page/ulan/500020192|http://vocab.getty.edu/page/ulan/500043221,https://www.wikidata.org/wiki/Q297838|https://www.wikidata.org/wiki/Q468130|https://www.wikidata.org/wiki/Q30250945,ca. 1730–1779,1725,1735,Engraving,Sheet: 12 3/16 × 14 1/8 in. (31 × 35.8 cm),"Rogers Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/650937,,,"Metropolitan Museum of Art, New York, NY",Men|Women|Coat of Arms,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q14659
X.139.6,False,False,True,2087,,The American Wing,,Pin,Cloak Pin,,,,,,,,,,,,,,,,,,,1750–1800,1750,1800,"Enamel on copper, brass",1 13/16 x 1 3/8 in. (4.6 x 3.5 cm),Museum Accession,Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/2087,,,"Metropolitan Museum of Art, New York, NY",Portraits|Men|Profiles,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
2011.604.1.1801a–i,False,False,True,683427,,Greek and Roman Art,2011,Kylix fragments,Terracotta rim fragments of kylikes(drinking cups),"Greek, Attic",Archaic/Classical,,,,,,,,,,,,,,,,,5th century BCE,-500,-450,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/683427,,,"Metropolitan Museum of Art, New York, NY",,,
1978.531.13,False,False,False,77259,,Asian Art,1978,Shard,,Korea,Goryeo dynasty (918–1392),,,,,,,,,,,,,,,,,12th century,1100,1199,Pottery,"Largest shard: H. 3 in. (7.6 cm); Diam. 5 3/8 in. (13.7 cm)
Smallest shard: H. 1 in. (2.5 cm)","Gift of John and Betty Menke, 1978",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/77259,,,"Metropolitan Museum of Art, New York, NY",,,
53.600.829,False,False,False,370606,,Drawings and Prints,1953,Print,Costume Plate: Wife of Warrior from Germany,,,,,Diversarum gentium nostrae aetatis habitus,16264,Artist,Engraved by,Enea Vico,"Italian, Parma 1523–1567 Ferrara", ,"Vico, Enea",Italian,1523      ,1567      ,,http://vocab.getty.edu/page/ulan/500011571,https://www.wikidata.org/wiki/Q3725198,ca. 1555–58,1550,1563,Engraving,Sheet (trimmed to sheet): 15 in. × 9 5/8 in. (38.1 × 24.4 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/370606,,,"Metropolitan Museum of Art, New York, NY",,,
49.70.54,False,False,False,488499,,Modern and Contemporary Art,,,Reclining Woman,,,,,,16181,Artist, ,Arthur B. Davies,"American, Utica, New York 1862–1928 Florence", ,"Davies, Arthur B.",American,1862      ,1928      ,,http://vocab.getty.edu/page/ulan/500013464,https://www.wikidata.org/wiki/Q708502,1913,1913,1913,Pastel on Japanese paper,11 1/4 x 15 in. (28.6 x 38.1 cm),"Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/488499,,,"Metropolitan Museum of Art, New York, NY",,,
63.712.32,False,False,True,357061,,Drawings and Prints,1963,Drawing,Drawing of Female Statue,,,,,,7390,Artist, ,"Anonymous, French, 18th century", , ,"Anonymous, French, 18th century",French,1700      ,1800      ,,http://vocab.getty.edu/page/ulan/500397994,https://www.wikidata.org/wiki/Q4233718,18th century,1700,1799,"Black chalk, heightened with white, on blue paper.",sheet: 10 5/8 x 4 5/8 in. (27 x 11.7 cm),"Gift of Regina Slatkin, 1963",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/357061,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
46.49.5,False,False,False,385553,,Drawings and Prints,1946,Block,"Old Corner Cupboard, from ""Bartram and His Garden,"" ""Harper's New Montly Magazine,"" February 1880",,,,,,16382,Artist, ,Howard Pyle,"American, Wilmington, Delaware 1853–1911 Florence", ,"Pyle, Howard",American,1853      ,1911      ,,http://vocab.getty.edu/page/ulan/500014115,https://www.wikidata.org/wiki/Q525713,1880,1880,1880,Woodblock,block: 6 3/8 x 3 9/16 x 7/8 in. (16.2 x 9 x 2.2 cm),"Harris Brisbane Dick Fund, 1946",,,,,,,,,,,,Blocks,,http://www.metmuseum.org/art/collection/search/385553,,,"Metropolitan Museum of Art, New York, NY",,,
52.570.257,False,False,True,346340,,Drawings and Prints,1952,Drawing Ornament & Architecture,Design for a Vessel,,,,,,16188,Artist, ,Giovanni Battista Foggini,"Italian, Florence 1652–1725 Florence", ,"Foggini, Giovanni Battista",Italian,1652      ,1725      ,,http://vocab.getty.edu/page/ulan/500020988,https://www.wikidata.org/wiki/Q1353158,1652–1725,1652,1725,"Pen and brown ink, over traces of black chalk",sheet: 6 5/8 x 5 1/8 in. (16.8 x 13 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,,,,,,,,,,,Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/346340,,,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Ornament,http://vocab.getty.edu/page/aat/300404591|http://vocab.getty.edu/page/aat/300164595, |https://www.wikidata.org/wiki/Q335261
1970.245.10,False,False,True,309726,,"Arts of Africa, Oceania, and the Americas",1970,Bowl,Painted Bowl,Nasca,,,,,,,,,,,,,,,,,,1st–6th century,100,600,"Ceramic, pigment",H. 3 1/4 × Diam. 7 1/2 in. (8.3 × 19.1 cm),"Gift of Mr. and Mrs. Jack Davis Neal, 1970",,,,,Peru,,,,,,,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/309726,,,"Metropolitan Museum of Art, New York, NY",,,
27.88.1(68b),False,False,False,383572,,Drawings and Prints,1927,Print,Two Friezes: Above Trophy with Leopards and Hounds; Below Two Eagles,,,,,Ornamenti di fregi e fogliami no. 6,16365,Artist,Etched by,Stefano della Bella,"Italian, Florence 1610–1664 Florence", ,"Bella, Stefano della",Italian,1610      ,1664      ,,http://vocab.getty.edu/page/ulan/500018966,https://www.wikidata.org/wiki/Q921242,ca. 1648,1643,1653,Etching,,"Gift of Carl Joseph Ulmann, 1927",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/383572,,,"Metropolitan Museum of Art, New York, NY",,,
2011.604.1.5960,False,False,True,704043,,Greek and Roman Art,2011,Kylix fragment,Terracotta rim fragment of a kylix (drinking cup),"Greek, Attic",Archaic,,,,,,,,,,,,,,,,,late 6th century/early 5th century,-530,-450,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/704043,,,"Metropolitan Museum of Art, New York, NY",,,
17.3.421,False,False,True,371695,,Drawings and Prints,1917,Print,"The Nôtre-Dame Pump, from ""Etchings of Paris""",,,,,Etchings of Paris,6912,Artist, ,Charles Meryon,"French, 1821–1868", ,"Meryon, Charles",French,1821      ,1868      ,,http://vocab.getty.edu/page/ulan/500001302,https://www.wikidata.org/wiki/Q247505,1852,1852,1852,Etching on green laid paper; sixth state of nine,plate: 6 5/8 x 9 3/4 in. (16.8 x 24.8 cm),"Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/371695,,,"Metropolitan Museum of Art, New York, NY",Buildings|Boats|Paris,http://vocab.getty.edu/page/aat/300004789|http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/tgn/7008038,https://www.wikidata.org/wiki/Q41176|https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q90
46.46.329,False,False,False,715793,,Drawings and Prints,1946,Print,"President Porfirio Díaz holding a paper with the words 'Matalos en caliente' (Kill them Hot) surrounded by figures, and in the lower section, revolutionaries being executed by firing squad and others being hung, relating to events in Veracruz on 25 June 1879",,,,,,1029978079,Publisher|Artist,?| ,Taller de Gráfica Popular|Alfredo Zalce," |Mexican, Pátzcuaro, Michoacán 1908–2003 Morelia", | ,"Taller de Gráfica Popular|Zalce, Alfredo",Mexican|Mexican,          |1908      ,          |2003      ,|,(not assigned)|http://vocab.getty.edu/page/ulan/500065904,https://www.wikidata.org/wiki/Q2390547|https://www.wikidata.org/wiki/Q2646392,1945,1945,1945,Linocut,"Sheet: 18 3/4 × 12 5/8 in. (47.6 × 32 cm)
Image: 11 13/16 × 8 11/16 in. (30 × 22 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946",,,,,,,,,,,,Prints,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/715793,,,"Metropolitan Museum of Art, New York, NY",,,
1982.327.1,False,False,True,207315,,European Sculpture and Decorative Arts,1982,Tea caddy,Tea caddy,"British, Sheffield",,,,,,,,,,,,,,,,,,ca. 1840,1835,1845,Silver-plated copper,Height: 7 7/8 in. (20 cm),"Gift of James Robinson Inc., 1982",,,,,,,,,,,,Metalwork-Silverplate,,http://www.metmuseum.org/art/collection/search/207315,,,"Metropolitan Museum of Art, New York, NY",Flowers|Tea Caddy,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300135329,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q2923121
24.90.383,False,False,False,895406,,Drawings and Prints,1924,Print,"Charles Lee Esq-r., Americanischer General-Major",,,,,,222121853709436,Artist|Engraver|Sitter,After| | ,"Tomlinson|Anonymous, German, 18th century|Charles Lee","American or British, active 1775–78| |American (born England), Darnhall, Cheshire 1732–1782 Philadelphia, Pennsylvania", | | ,"Tomlinson|Anonymous, German, 18th century|Lee, Charles","American or British|German|American, born England",1775      |1700      |1732      ,1778      |1800      |1782      ,||,||,||,1775–85,1775,1785,Etching and engraving,"Image: 6 in. × 3 7/16 in. (15.2 × 8.8 cm)
Plate: 6 7/16 × 3 7/8 in. (16.4 × 9.8 cm)
Sheet: 8 7/16 × 7 1/4 in. (21.5 × 18.4 cm)","Bequest of Charles Allen Munn, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/895406,,,"Metropolitan Museum of Art, New York, NY",,,
41.44.1613,False,False,True,386397,,Drawings and Prints,1941,Print,Laboratoire dans le Jardin Royale des Plantes,,,,,,16205,Artist, ,Sébastien Leclerc I,"French, Metz 1637–1714 Paris", ,"Leclerc, Sébastien, I",French,1637      ,1714      ,,http://vocab.getty.edu/page/ulan/500021137,https://www.wikidata.org/wiki/Q1805696,n.d.,1645,1714,Etching,sheet: 3 15/16 x 9 5/8 in. (10 x 24.5 cm),"Gift of Henry W. Kent, 1941",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/386397,,,"Metropolitan Museum of Art, New York, NY",Interiors|Men|Women,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
08.196.192,False,False,False,191019,,European Sculpture and Decorative Arts,1908,Tile,Tile,Dutch,,,,,,,,,,,,,,,,,,1640–60,1640,1660,Tin-glazed earthenware,"Overall (tile): 5 × 5 in. (12.7 × 12.7 cm);
Overall (whole panel): 31 3/4 × 21 1/2 in. (80.6 × 54.6 cm)","Gift of W. R. Valentiner, 1908",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/191019,,,"Metropolitan Museum of Art, New York, NY",,,
53.600.272,False,False,True,385164,,Drawings and Prints,1953,Print,St. Genevieve,,,,,,163859101429921637766,Artist|Dedicatee|Artist|Publisher,After|Dedicated to| |Published by,Laurent de La Hyre|François de La Rochefoucauld|Gilles Rousselet|Pierre Mariette le fils,"French, Paris 1606–1656 Paris|1558–1645|French, Paris 1614–1686 Paris|French, Paris 1634–1716 Paris", | | | ,"La Hyre, Laurent de|La Rochefoucauld, François de|Rousselet, Gilles|Mariette, Pierre le fils",French|French|French|French,1606      |1558      |1614      |1634      ,1656      |1645      |1686      |1716      ,|||,http://vocab.getty.edu/page/ulan/500004322||http://vocab.getty.edu/page/ulan/500027369|http://vocab.getty.edu/page/ulan/500073206,https://www.wikidata.org/wiki/Q59894||https://www.wikidata.org/wiki/Q4400395|https://www.wikidata.org/wiki/Q21638159,n.d.,1625,1716,Engraving,sheet: 14 15/16 x 9 3/8 in. (38 x 23.8 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/385164,,,"Metropolitan Museum of Art, New York, NY",Women|Saints,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115
28.85.5,False,False,True,375771,,Drawings and Prints,1928,Print,A Turkish Funeral from the frieze Ces Moeurs et fachons de faire de Turcz (Customs and Fashions of the Turks),,,,,,16280110598,Artist|Publisher,After| ,Pieter Coecke van Aelst|Mayken Verhulst,"Netherlandish, Aelst 1502–1550 Brussels|Netherlandish, 1518–1593/96", | ,"Coecke van Aelst, Pieter|Verhulst, Mayken",Netherlandish|Netherlandish,1502      |1518      ,1550      |1596      ,|,http://vocab.getty.edu/page/ulan/500115332|(not assigned),https://www.wikidata.org/wiki/Q434006|https://www.wikidata.org/wiki/Q430430,1553,1553,1553,Woodcut,Sheet: 13 11/16 × 21 1/4 in. (34.7 × 53.9 cm),"Harris Brisbane Dick Fund, 1928",,Antwerp?,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/375771,,,"Metropolitan Museum of Art, New York, NY",Human Figures|Burial Grounds|Funerals,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300000360|http://vocab.getty.edu/page/aat/300069162,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q39614|https://www.wikidata.org/wiki/Q201676
96.14.1189,False,False,True,66908,,Asian Art,1896,Piece,,Japan,,,,,,,,,,,,,,,,,,18th–19th century,1700,1899,Silk,4 1/4 x 2 in. (10.80 x 5.08 cm),"Gift of Mr. and Mrs. H. O. Havemeyer, 1896",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/66908,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
65.95.1,False,False,False,24850,,Arms and Armor,1965,Miniature armor,Miniature Armor,Italian,,,,,,,,,,,,,,,,,,ca. 1620,1595,1645,"Steel, brass",H. as mounted 20 in. (50.8 cm),"Gift of Estate of Jermain S. Duncan, 1965",,,,,,,,,,,,Armor-Miniatures,,http://www.metmuseum.org/art/collection/search/24850,,,"Metropolitan Museum of Art, New York, NY",,,
1976.536.16,False,False,False,359266,,Drawings and Prints,1976,Drawing,Village and Tree,,,,,,16202,Artist, ,Rockwell Kent,"American, Tarrytown, New York 1882–1971 Plattsburgh, New York", ,"Kent, Rockwell",American,1882      ,1971      ,,http://vocab.getty.edu/page/ulan/500006820,https://www.wikidata.org/wiki/Q114405,ca. 1950,1945,1955,Gouache,sheet: 6 1/2 x 6 15/16 in. (16.5 x 17.7 cm),"Purchase, Leon Lowenstein Foundation Inc. Gift, 1976",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/359266,,,"Metropolitan Museum of Art, New York, NY",Villages|Trees,http://vocab.getty.edu/page/aat/300008372|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q532|https://www.wikidata.org/wiki/Q10884
63.350.215.172.1740,False,False,True,404406,,Drawings and Prints,1963,"Baseball card, photograph","Nagle, Catcher, Omaha Omahogs/ Lambs, from the Old Judge series (N172) for Old Judge Cigarettes",,,,,,16328,Publisher,Issued by,Goodwin & Company, , ,Goodwin & Company, ,1850      ,1950      ,,(not assigned),https://www.wikidata.org/wiki/Q5583666,1889,1889,1889,Albumen photograph,sheet: 2 11/16 x 1 3/8 in. (6.9 x 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/404406,https://www.wikidata.org/wiki/Q96053311,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Baseball|Athletes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300222760|http://vocab.getty.edu/page/aat/300236025,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q5369|https://www.wikidata.org/wiki/Q2066131
2013.502,False,True,False,500002,,Modern and Contemporary Art,2013,Vase,Vase des Binelles,,,,,,16197116485,Designer|Manufacturer, | ,Hector Guimard|Sèvres Manufactory,"French, Lyons 1867–1942 New York|French, 1740–present", | ,"Guimard, Hector|Sèvres Manufactory",French|French,1867      |1740      ,1942      |9999      ,|,http://vocab.getty.edu/page/ulan/500009835|http://vocab.getty.edu/page/ulan/500054661,https://www.wikidata.org/wiki/Q316422|https://www.wikidata.org/wiki/Q653307,1903,1903,1903,Stoneware,"51 1/4 × 15 3/8 × 15 5/8 in., 85.7 lb. (130.2 × 39.1 × 39.7 cm, 38.9 kg)","Robert A. Ellison Jr. Collection, Purchase, 2011 Benefit Fund, 2013  
",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/500002,,,"Metropolitan Museum of Art, New York, NY",,,
X.528,False,False,True,230895,,European Sculpture and Decorative Arts,,Upholstery panel,Chair seat,British,,,,,,,,,,,,,,,,,,18th century,1700,1799,Silk,Overall: 18 1/2 x 22 1/2 in. (47 x 57.2 cm),Museum Accession,,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/230895,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
33.65.341,False,False,True,268147,,Photographs,1933,Photograph,"[Entrenchments on Left of Bermuda Hundred Lines, Near Richmond, Virginia]",,,,,,16534416171,Artist|Former Attribution, |Formerly attributed to,Andrew Joseph Russell|Mathew B. Brady,"American, 1830–1902|American, born Ireland, 1823?–1896 New York", | ,"Russell, Andrew Joseph|Brady, Mathew B.","American|American, born Ireland",1830      |1823      ,1902      |1896      ,|,http://vocab.getty.edu/page/ulan/500028827|http://vocab.getty.edu/page/ulan/500126201,https://www.wikidata.org/wiki/Q4757433|https://www.wikidata.org/wiki/Q187850,1864,1864,1864,Albumen silver print from glass negative,,"Harris Brisbane Dick Fund, 1933",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/268147,https://www.wikidata.org/wiki/Q97579847,,"Metropolitan Museum of Art, New York, NY",American Civil War|Landscapes,http://vocab.getty.edu/page/ia/901000030|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8676|https://www.wikidata.org/wiki/Q191163
